work_id,work_category_recommended,state_recommended,ida_recommended,hon_ble_members_of_parliament_recommended,constituency_recommended,work_description_recommended,recommended_date_recommended,recommended_amount_recommended,sanction_date_recommended,work_category_sanctioned,state_sanctioned,ida_sanctioned,hon_ble_members_of_parliament_sanctioned,constituency_sanctioned,work_description_sanctioned,recommended_date_sanctioned,sanction_date_sanctioned,sanction_amount_sanctioned,work_status_sanctioned,work_category_completed,state_completed,ida_completed,work_description_completed,hon_ble_members_of_parliament_completed,constituency_completed,image_completed,completion_date_completed,amount_disbursed_completed,has_recommended_record,has_sanctioned_record,has_completed_record,total_paid,payment_count,first_payment_date,last_payment_date,has_payment_record,work_description,state,ida,constituency
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room under Gram Panchayat Jambhali, Ta.Armori, Dis.Gadchiroli",2026-02-09,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room under Gram Panchayat Jambhali, Ta.Armori, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of reading room. At.Yedanur, Ta.Chamorshi, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of reading room. At.Yedanur, Ta.Chamorshi, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of reading rooms, At. Chichevada, Ta. Kurkheda, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of reading rooms, At. Chichevada, Ta. Kurkheda, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room   at. Subhashgram , Ta. Chamorsh,   Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room   at. Subhashgram , Ta. Chamorsh,   Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room  at Uradi , Ta. Kurkheda,           Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room  at Uradi , Ta. Kurkheda,           Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room  at Nandali, Ta. Korchi, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room  at Nandali, Ta. Korchi, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room at Bhimpur under Gram Panchayat Navargaon, Taluka Korchi, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room at Bhimpur under Gram Panchayat Navargaon, Taluka Korchi, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room  at. Chandala , Ta. Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room  at. Chandala , Ta. Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room  at. Murumbodi , Ta.Dis. Gadchiroli.",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room  at. Murumbodi , Ta.Dis. Gadchiroli.",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of reading rooms at. Koregaon (Rangi) , Ta. Armori, Dis. Gadchrioli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of reading rooms at. Koregaon (Rangi) , Ta. Armori, Dis. Gadchrioli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Study Room      at. Navargaon , Ta. Chamorshi,  Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Study Room      at. Navargaon , Ta. Chamorshi,  Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Reading Room  at. Thanegaon , Ta. Armori,      Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Reading Room  at. Thanegaon , Ta. Armori,      Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a cultural hall at Mouza Krishnanagar under Gram Panchayat Vikrampur, Taluka Chamorshi, District Gadchiroli",2026-01-18,500000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a cultural hall at Mouza Krishnanagar under Gram Panchayat Vikrampur, Taluka Chamorshi, District Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Installation of an RO Water Purification System near Gajanan Maharaj Temple at Ghargaon , Ta. Chamorshi, Dis. Gadchiroli",2026-07-24,500000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Installation of an RO Water Purification System near Gajanan Maharaj Temple at Ghargaon , Ta. Chamorshi, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Public Toilet near the house of Ramesh Chaudhary in Ward No. 7 under Municipal Council, Gadchiroli.",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Public Toilet near the house of Ramesh Chaudhary in Ward No. 7 under Municipal Council, Gadchiroli.",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Installing hand pumps near Posakka peddamalayya Gogula house. At.Po. Tekadamotala, Ta.Sironcha, Dis.Gadchiroli",2025-11-13,250000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Installing hand pumps near Posakka peddamalayya Gogula house. At.Po. Tekadamotala, Ta.Sironcha, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall near RadhaKrishna Temple at Mouza Bhagatnagar under Gram Panchayat Sundarnagar Ta. Mulchera, Dis.Gadchiroli",2026-01-18,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall near RadhaKrishna Temple at Mouza Bhagatnagar under Gram Panchayat Sundarnagar Ta. Mulchera, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Trust and Society,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community hall at Chamorshi, Ta Chamorshi Dist Gadchiroli",2026-02-09,2000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community hall at Chamorshi, Ta Chamorshi Dist Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Trust and Society,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Construction of community hall near shri Ramprasad Maharaj jaiswal maratha dhrmshala at Markanda dev Ta Chamorshi Dist Gadchiroli,2026-02-09,1200000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,Construction of community hall near shri Ramprasad Maharaj jaiswal maratha dhrmshala at Markanda dev Ta Chamorshi Dist Gadchiroli,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community halls. At.Permili, Ta.Aheri, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community halls. At.Permili, Ta.Aheri, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community halls. At.Moyabinpetha, Ta.Sironcha, Dis.Gadchiroli",2025-11-13,700000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community halls. At.Moyabinpetha, Ta.Sironcha, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),Consturction of a community hall. At.Moushi Chak. Ta.Dis.Gadchiroli,2025-11-13,500000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,Consturction of a community hall. At.Moushi Chak. Ta.Dis.Gadchiroli,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a community hall near the house of Ramesh Chaudhary in Ward No. 7 under Municipal Council, Gadchiroli.",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a community hall near the house of Ramesh Chaudhary in Ward No. 7 under Municipal Council, Gadchiroli.",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community centers and community hall At.Po. Potepalli Rayyatwari, Ta.Chamorshi, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community centers and community hall At.Po. Potepalli Rayyatwari, Ta.Chamorshi, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Gotul at Palle, Ta. Aheri, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Gotul at Palle, Ta. Aheri, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Andhali, Ta. Kurkheda, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Andhali, Ta. Kurkheda, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Shed at Gothangaon, Ta. Kurkheda, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Shed at Gothangaon, Ta. Kurkheda, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at. Katli , Ta. Dis. Gadchiroli.",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at. Katli , Ta. Dis. Gadchiroli.",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Rajgata Mal under Gram Panchayat Jepra, Ta.Dis.Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Rajgata Mal under Gram Panchayat Jepra, Ta.Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Teli Community Hall at Gadchiroli, Ta. Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Teli Community Hall at Gadchiroli, Ta. Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Sonapur , Ta. Chamorshi,     Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Sonapur , Ta. Chamorshi,     Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Ashti , Ta. Chamorshi,          Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Ashti , Ta. Chamorshi,          Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Kadholi , Ta. Chamorshi,       Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Kadholi , Ta. Chamorshi,       Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Wasala , Ta. Armori,                   Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Wasala , Ta. Armori,                   Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Ekalpur , Ta. Desaiganj (Wadsa), Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Ekalpur , Ta. Desaiganj (Wadsa), Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Durgapur, Ta. Dhanora, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Durgapur, Ta. Dhanora, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Nimanwada, Ta. Dhanora, dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Nimanwada, Ta. Dhanora, dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Jambhali, Ta. Dhanora, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Jambhali, Ta. Dhanora, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Gram Panchayat Tekadamotla, Ta.Sironcha, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Gram Panchayat Tekadamotla, Ta.Sironcha, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Sundarnagar, Ta. Mulchera,      Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Sundarnagar, Ta. Mulchera,      Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Devada, Ta. Mulchera,          Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Devada, Ta. Mulchera,          Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Gotul at Nandigaon under Gram Panchayat Adhimuttapur, Ta. Sironcha, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Gotul at Nandigaon under Gram Panchayat Adhimuttapur, Ta. Sironcha, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of a Community Hall at Kambalpetha under Gram Panchayat Madaram, Ta. Sironcha, Dis. Gadchiroli",2026-07-24,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of a Community Hall at Kambalpetha under Gram Panchayat Madaram, Ta. Sironcha, Dis. Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community centers and community halls. At.Kharpundi, Ta.Dis.Gadchiroli",2025-11-13,500000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community centers and community halls. At.Kharpundi, Ta.Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community centers and community halls. At.Murkhala Mal, Ta.Chmorshi, Dis.Gadciroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community centers and community halls. At.Murkhala Mal, Ta.Chmorshi, Dis.Gadciroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community centers and community halls. At. Lekha, Ta.Dhanora, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community centers and community halls. At. Lekha, Ta.Dhanora, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community halls Near Shiv Tempale. At.Purada, Ta.Kurkheda, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community halls Near Shiv Tempale. At.Purada, Ta.Kurkheda, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
,Normal/Others,Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),"Construction of community halls. At. Jinganur Mal, Ta.Sironcha, Dis.Gadchiroli",2025-11-13,1000000.0,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,False,"Construction of community halls. At. Jinganur Mal, Ta.Sironcha, Dis.Gadchiroli",Maharashtra,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI-CHIMUR(ST)
