work_id,demo_anonymous_id,work_category,financial_year,sanctioned_amount_inr,semantic_peer_count,average_similarity,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,semantic_cost_score,cost_flag,cost_explanation
WS/MP18361/2025-2026/219020,ND-WRK-1936,Normal/Others,2025-2026,700000.0,29,0.63,1500000.0,999686.0,2000000.0,0.47,0.0,False,"Sanctioned amount ₹700,000 is 0.47× the median ₹1,500,000 across 29 semantically similar works. Average description similarity: 0.63."
WS/MP18112/2025-2026/188954,ND-WRK-0202,Normal/Others,2025-2026,800000.0,30,0.73,775000.0,549226.75,1000000.0,1.03,0.0,False,"Sanctioned amount ₹800,000 is 1.03× the median ₹775,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18112/2025-2026/188633,ND-WRK-0200,Normal/Others,2025-2026,1200000.0,16,0.622,1000000.0,1000000.0,1200000.0,1.2,0.0,False,"Sanctioned amount ₹1,200,000 is 1.20× the median ₹1,000,000 across 16 semantically similar works. Average description similarity: 0.62."
WS/MP18112/2025-2026/188617,ND-WRK-0197,Normal/Others,2025-2026,400000.0,11,0.601,971493.0,700000.0,1000000.0,0.41,0.0,False,"Sanctioned amount ₹400,000 is 0.41× the median ₹971,493 across 11 semantically similar works. Average description similarity: 0.60."
WS/MP18112/2025-2026/188616,ND-WRK-0196,Normal/Others,2025-2026,1200000.0,30,0.616,1000000.0,996157.5,1000000.0,1.2,0.0,False,"Sanctioned amount ₹1,200,000 is 1.20× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18112/2025-2026/203657,ND-WRK-0227,Normal/Others,2025-2026,800000.0,30,0.73,986695.0,700000.0,1000000.0,0.81,0.0,False,"Sanctioned amount ₹800,000 is 0.81× the median ₹986,695 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18111/2025-2026/187068,ND-WRK-0075,Normal/Others,2025-2026,987455.0,30,0.767,985633.0,696906.0,998059.0,1.0,0.0,False,"Sanctioned amount ₹987,455 is 1.00× the median ₹985,633 across 30 semantically similar works. Average description similarity: 0.77."
WS/MP18111/2025-2026/187064,ND-WRK-0074,Normal/Others,2025-2026,987534.0,30,0.758,984799.5,787500.0,989706.25,1.0,0.0,False,"Sanctioned amount ₹987,534 is 1.00× the median ₹984,800 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18111/2025-2026/187060,ND-WRK-0073,Normal/Others,2025-2026,972537.0,30,0.782,985003.5,892622.0,989706.25,0.99,0.0,False,"Sanctioned amount ₹972,537 is 0.99× the median ₹985,004 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP18111/2025-2026/187053,ND-WRK-0072,Normal/Others,2025-2026,988642.0,30,0.786,986179.0,700000.0,991283.5,1.0,0.0,False,"Sanctioned amount ₹988,642 is 1.00× the median ₹986,179 across 30 semantically similar works. Average description similarity: 0.79."
WS/MP18111/2025-2026/187050,ND-WRK-0071,Normal/Others,2025-2026,979216.0,30,0.75,982666.5,712500.0,989429.25,1.0,0.0,False,"Sanctioned amount ₹979,216 is 1.00× the median ₹982,666 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18361/2025-2026/226170,ND-WRK-1943,Normal/Others,2025-2026,500000.0,6,0.619,500000.0,500000.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 6 semantically similar works. Average description similarity: 0.62."
WS/MP18369/2025-2026/240011,ND-WRK-1973,Normal/Others,2025-2026,976825.0,30,0.642,985728.5,522000.0,999078.5,0.99,0.0,False,"Sanctioned amount ₹976,825 is 0.99× the median ₹985,728 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18361/2025-2026/219012,ND-WRK-1928,Normal/Others,2025-2026,500000.0,12,0.656,500000.0,256000.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹500,000 is 1.00× the median ₹500,000 across 12 semantically similar works. Average description similarity: 0.66."
WS/MP18361/2025-2026/218988,ND-WRK-1927,Normal/Others,2025-2026,5000000.0,2,0.639,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18369/2025-2026/177485,ND-WRK-1954,Normal/Others,2025-2026,492429.0,30,0.665,999000.0,500000.0,1000000.0,0.49,0.0,False,"Sanctioned amount ₹492,429 is 0.49× the median ₹999,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18369/2025-2026/174551,ND-WRK-1953,Normal/Others,2025-2026,300000.0,30,0.788,1000000.0,998507.5,1500000.0,0.3,0.0,False,"Sanctioned amount ₹300,000 is 0.30× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.79."
WS/MP18111/2025-2026/187101,ND-WRK-0083,Normal/Others,2025-2026,970750.0,30,0.776,986824.0,952070.5,992265.25,0.98,0.0,False,"Sanctioned amount ₹970,750 is 0.98× the median ₹986,824 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP18111/2025-2026/187100,ND-WRK-0082,Normal/Others,2025-2026,988046.0,30,0.802,986179.0,960919.25,991633.5,1.0,0.0,False,"Sanctioned amount ₹988,046 is 1.00× the median ₹986,179 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18111/2025-2026/187092,ND-WRK-0081,Normal/Others,2025-2026,1000000.0,30,0.763,1000000.0,984727.5,1445980.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18111/2025-2026/187088,ND-WRK-0080,Normal/Others,2025-2026,986743.0,30,0.802,985343.5,700000.0,989779.75,1.0,0.0,False,"Sanctioned amount ₹986,743 is 1.00× the median ₹985,344 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18111/2025-2026/187087,ND-WRK-0079,Normal/Others,2025-2026,986905.0,30,0.809,987692.5,880122.0,999945.5,1.0,0.0,False,"Sanctioned amount ₹986,905 is 1.00× the median ₹987,692 across 30 semantically similar works. Average description similarity: 0.81."
WS/MP18111/2025-2026/187082,ND-WRK-0078,Normal/Others,2025-2026,983626.0,30,0.806,987774.0,972050.0,998802.0,1.0,0.0,False,"Sanctioned amount ₹983,626 is 1.00× the median ₹987,774 across 30 semantically similar works. Average description similarity: 0.81."
WS/MP18111/2025-2026/187078,ND-WRK-0077,Normal/Others,2025-2026,986977.0,30,0.774,986762.5,960919.25,992672.75,1.0,0.0,False,"Sanctioned amount ₹986,977 is 1.00× the median ₹986,762 across 30 semantically similar works. Average description similarity: 0.77."
WS/MP18111/2025-2026/187074,ND-WRK-0076,Normal/Others,2025-2026,990061.0,30,0.799,986564.0,780874.0,993570.0,1.0,0.0,False,"Sanctioned amount ₹990,061 is 1.00× the median ₹986,564 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18112/2025-2026/233021,ND-WRK-0242,Normal/Others,2025-2026,1000000.0,14,0.617,1000000.0,969500.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 14 semantically similar works. Average description similarity: 0.62."
WS/MP18112/2025-2026/233020,ND-WRK-0241,Normal/Others,2025-2026,1000000.0,30,0.594,1000000.0,960250.0,1248575.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.59."
WS/MP18112/2025-2026/233019,ND-WRK-0240,Normal/Others,2025-2026,1000000.0,30,0.73,1000000.0,960000.0,1498660.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18112/2025-2026/233018,ND-WRK-0239,Normal/Others,2025-2026,1000000.0,6,0.567,995822.5,967911.25,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹995,822 across 6 semantically similar works. Average description similarity: 0.57."
WS/MP18112/2025-2026/232957,ND-WRK-0238,Normal/Others,2025-2026,1000000.0,30,0.637,999843.0,969757.5,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,843 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18112/2025-2026/232683,ND-WRK-0237,Normal/Others,2025-2026,700000.0,30,0.723,991873.0,700000.0,1000000.0,0.71,0.0,False,"Sanctioned amount ₹700,000 is 0.71× the median ₹991,873 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18112/2025-2026/217148,ND-WRK-0236,Normal/Others,2025-2026,700000.0,6,0.594,700000.0,550000.0,925000.0,1.0,0.0,False,"Sanctioned amount ₹700,000 is 1.00× the median ₹700,000 across 6 semantically similar works. Average description similarity: 0.59."
WS/MP18112/2025-2026/188955,ND-WRK-0203,Normal/Others,2025-2026,500000.0,30,0.755,987385.5,700000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the median ₹987,386 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18369/2026-2027/177562,ND-WRK-1978,Normal/Others,2026-2027,393551.0,11,0.709,393669.0,393609.5,393708.0,1.0,0.0,False,"Sanctioned amount ₹393,551 is 1.00× the median ₹393,669 across 11 semantically similar works. Average description similarity: 0.71."
WS/MP18369/2026-2027/177561,ND-WRK-1977,Normal/Others,2026-2027,393629.0,11,0.776,393669.0,393590.0,393708.0,1.0,0.0,False,"Sanctioned amount ₹393,629 is 1.00× the median ₹393,669 across 11 semantically similar works. Average description similarity: 0.78."
WS/MP18369/2026-2027/177484,ND-WRK-1976,Normal/Others,2026-2027,698387.0,30,0.752,699650.0,496524.5,999551.5,1.0,0.0,False,"Sanctioned amount ₹698,387 is 1.00× the median ₹699,650 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18369/2026-2027/165950,ND-WRK-1975,Normal/Others,2026-2027,198998.0,17,0.69,500000.0,299649.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹198,998 is 0.40× the median ₹500,000 across 17 semantically similar works. Average description similarity: 0.69."
WS/MP18369/2025-2026/240012,ND-WRK-1974,Normal/Others,2025-2026,974910.0,30,0.756,692075.0,496266.5,990928.5,1.41,0.0,False,"Sanctioned amount ₹974,910 is 1.41× the median ₹692,075 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18376/2026-2027/197866,ND-WRK-2005,Normal/Others,2026-2027,2500000.0,20,0.576,1671500.0,924833.0,2500000.0,1.5,0.0,False,"Sanctioned amount ₹2,500,000 is 1.50× the median ₹1,671,500 across 20 semantically similar works. Average description similarity: 0.58."
WS/MP18369/2025-2026/239887,ND-WRK-1972,Normal/Others,2025-2026,1000000.0,13,0.615,749000.0,492429.0,976951.0,1.34,0.0,False,"Sanctioned amount ₹1,000,000 is 1.34× the median ₹749,000 across 13 semantically similar works. Average description similarity: 0.61."
WS/MP18369/2025-2026/204030,ND-WRK-1971,Trust and Society,2025-2026,1000000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18369/2025-2026/187447,ND-WRK-1970,Normal/Others,2025-2026,484924.0,30,0.616,975867.5,498972.5,999019.5,0.5,0.0,False,"Sanctioned amount ₹484,924 is 0.50× the median ₹975,868 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18369/2025-2026/187445,ND-WRK-1969,Normal/Others,2025-2026,694759.0,9,0.614,500000.0,400000.0,976951.0,1.39,0.0,False,"Sanctioned amount ₹694,759 is 1.39× the median ₹500,000 across 9 semantically similar works. Average description similarity: 0.61."
WS/MP18369/2025-2026/187442,ND-WRK-1968,Normal/Others,2025-2026,199636.0,5,0.595,976951.0,694759.0,1000000.0,0.2,0.0,False,"Sanctioned amount ₹199,636 is 0.20× the median ₹976,951 across 5 semantically similar works. Average description similarity: 0.60."
WS/MP18369/2025-2026/177577,ND-WRK-1966,Normal/Others,2025-2026,990018.0,30,0.579,1500000.0,278876.25,2350000.0,0.66,0.0,False,"Sanctioned amount ₹990,018 is 0.66× the median ₹1,500,000 across 30 semantically similar works. Average description similarity: 0.58."
WS/MP18369/2025-2026/177576,ND-WRK-1965,Normal/Others,2025-2026,986561.0,14,0.563,999542.0,786381.5,1000000.0,0.99,0.0,False,"Sanctioned amount ₹986,561 is 0.99× the median ₹999,542 across 14 semantically similar works. Average description similarity: 0.56."
WS/MP18369/2025-2026/177575,ND-WRK-1964,Normal/Others,2025-2026,976951.0,12,0.584,995009.0,642300.25,1500000.0,0.98,0.0,False,"Sanctioned amount ₹976,951 is 0.98× the median ₹995,009 across 12 semantically similar works. Average description similarity: 0.58."
WS/MP18369/2026-2027/226226,ND-WRK-1989,Normal/Others,2026-2027,500000.0,30,0.629,1000000.0,805511.25,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18110/2026-2027/270605,ND-WRK-0052,Normal/Others,2026-2027,700000.0,26,0.578,1000000.0,1000000.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the median ₹1,000,000 across 26 semantically similar works. Average description similarity: 0.58."
WS/MP18369/2026-2027/237749,ND-WRK-1993,Normal/Others,2026-2027,975045.0,28,0.62,746425.0,500000.0,1000000.0,1.31,0.0,False,"Sanctioned amount ₹975,045 is 1.31× the median ₹746,425 across 28 semantically similar works. Average description similarity: 0.62."
WS/MP18369/2026-2027/237126,ND-WRK-1992,Normal/Others,2026-2027,749000.0,30,0.706,985161.0,699979.0,1000000.0,0.76,0.0,False,"Sanctioned amount ₹749,000 is 0.76× the median ₹985,161 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18369/2026-2027/229482,ND-WRK-1991,Normal/Others,2026-2027,980.87,30,0.6,996335.0,707333.0,1000000.0,0.0,0.0,False,"Sanctioned amount ₹981 is 0.00× the median ₹996,335 across 30 semantically similar works. Average description similarity: 0.60."
WS/MP18369/2026-2027/226919,ND-WRK-1990,Normal/Others,2026-2027,729332.0,13,0.595,1000000.0,700000.0,1500000.0,0.73,0.0,False,"Sanctioned amount ₹729,332 is 0.73× the median ₹1,000,000 across 13 semantically similar works. Average description similarity: 0.60."
WS/MP18429/2025-2026/223208,ND-WRK-2021,Normal/Others,2025-2026,496574.0,30,0.7,983210.5,497807.0,995764.5,0.51,0.0,False,"Sanctioned amount ₹496,574 is 0.51× the median ₹983,210 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18429/2025-2026/223141,ND-WRK-2020,Normal/Others,2025-2026,986000.0,30,0.698,999997.0,995775.0,1000000.0,0.99,0.0,False,"Sanctioned amount ₹986,000 is 0.99× the median ₹999,997 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18369/2026-2027/220305,ND-WRK-1988,Normal/Others,2026-2027,700000.0,9,0.63,743850.0,500000.0,1000000.0,0.94,0.0,False,"Sanctioned amount ₹700,000 is 0.94× the median ₹743,850 across 9 semantically similar works. Average description similarity: 0.63."
WS/MP18369/2026-2027/187446,ND-WRK-1987,Normal/Others,2026-2027,491821.0,5,0.582,975045.0,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹491,821 is 0.50× the median ₹975,045 across 5 semantically similar works. Average description similarity: 0.58."
WS/MP18369/2026-2027/177579,ND-WRK-1986,Normal/Others,2026-2027,393708.0,18,0.699,446854.0,393629.0,500000.0,0.88,0.0,False,"Sanctioned amount ₹393,708 is 0.88× the median ₹446,854 across 18 semantically similar works. Average description similarity: 0.70."
WS/MP18369/2026-2027/177573,ND-WRK-1985,Normal/Others,2026-2027,393629.0,11,0.759,393669.0,393590.0,393708.0,1.0,0.0,False,"Sanctioned amount ₹393,629 is 1.00× the median ₹393,669 across 11 semantically similar works. Average description similarity: 0.76."
WS/MP18369/2026-2027/177572,ND-WRK-1984,Normal/Others,2026-2027,393590.0,11,0.78,393669.0,393609.5,393708.0,1.0,0.0,False,"Sanctioned amount ₹393,590 is 1.00× the median ₹393,669 across 11 semantically similar works. Average description similarity: 0.78."
WS/MP18369/2026-2027/177571,ND-WRK-1983,Normal/Others,2026-2027,393708.0,10,0.798,393629.0,393590.0,393698.25,1.0,0.0,False,"Sanctioned amount ₹393,708 is 1.00× the median ₹393,629 across 10 semantically similar works. Average description similarity: 0.80."
WS/MP18369/2026-2027/177570,ND-WRK-1982,Normal/Others,2026-2027,393472.0,13,0.75,393708.0,393629.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹393,472 is 1.00× the median ₹393,708 across 13 semantically similar works. Average description similarity: 0.75."
WS/MP18369/2026-2027/177569,ND-WRK-1981,Normal/Others,2026-2027,393669.0,14,0.751,393708.0,393599.75,500000.0,1.0,0.0,False,"Sanctioned amount ₹393,669 is 1.00× the median ₹393,708 across 14 semantically similar works. Average description similarity: 0.75."
WS/MP18369/2026-2027/177564,ND-WRK-1980,Normal/Others,2026-2027,393590.0,13,0.738,393708.0,393629.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹393,590 is 1.00× the median ₹393,708 across 13 semantically similar works. Average description similarity: 0.74."
WS/MP18369/2026-2027/177563,ND-WRK-1979,Normal/Others,2026-2027,393708.0,13,0.726,393669.0,393590.0,500000.0,1.0,0.0,False,"Sanctioned amount ₹393,708 is 1.00× the median ₹393,669 across 13 semantically similar works. Average description similarity: 0.73."
WS/MP18376/2026-2027/197886,ND-WRK-2010,Normal/Others,2026-2027,3000000.0,7,0.594,2500000.0,2250000.0,3500000.0,1.2,0.0,False,"Sanctioned amount ₹3,000,000 is 1.20× the median ₹2,500,000 across 7 semantically similar works. Average description similarity: 0.59."
WS/MP18376/2026-2027/197881,ND-WRK-2007,Normal/Others,2026-2027,2000000.0,5,0.569,2500000.0,393708.0,3000000.0,0.8,0.0,False,"Sanctioned amount ₹2,000,000 is 0.80× the median ₹2,500,000 across 5 semantically similar works. Average description similarity: 0.57."
WS/MP18429/2026-2027/227298,ND-WRK-2037,Normal/Others,2026-2027,999238.0,30,0.729,999828.0,587096.75,1000000.0,1.0,0.0,False,"Sanctioned amount ₹999,238 is 1.00× the median ₹999,828 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18429/2026-2027/226795,ND-WRK-2036,Normal/Others,2026-2027,994928.0,30,0.742,999119.0,512500.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹994,928 is 1.00× the median ₹999,119 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18429/2026-2027/225932,ND-WRK-2035,Normal/Others,2026-2027,998790.0,30,0.662,892968.5,500000.0,999344.5,1.12,0.0,False,"Sanctioned amount ₹998,790 is 1.12× the median ₹892,968 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18429/2026-2027/225915,ND-WRK-2034,Normal/Others,2026-2027,499908.0,30,0.724,999119.0,756248.25,1000000.0,0.5,0.0,False,"Sanctioned amount ₹499,908 is 0.50× the median ₹999,119 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18376/2026-2027/197865,ND-WRK-2004,Normal/Others,2026-2027,2000000.0,7,0.602,3000000.0,2250000.0,3500000.0,0.67,0.0,False,"Sanctioned amount ₹2,000,000 is 0.67× the median ₹3,000,000 across 7 semantically similar works. Average description similarity: 0.60."
WS/MP18376/2026-2027/197862,ND-WRK-2003,Normal/Others,2026-2027,2500000.0,1,0.633,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18376/2026-2027/197861,ND-WRK-2002,Normal/Others,2026-2027,2000000.0,1,0.551,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18376/2026-2027/197860,ND-WRK-2001,Normal/Others,2026-2027,2000000.0,1,0.583,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18376/2026-2027/197848,ND-WRK-1999,Normal/Others,2026-2027,2500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18376/2026-2027/197847,ND-WRK-1998,Normal/Others,2026-2027,2500000.0,1,0.635,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18369/2026-2027/295300,ND-WRK-1997,Normal/Others,2026-2027,1000000.0,30,0.651,862022.5,561208.25,1000000.0,1.16,0.0,False,"Sanctioned amount ₹1,000,000 is 1.16× the median ₹862,022 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18369/2026-2027/259374,ND-WRK-1996,Normal/Others,2026-2027,743850.0,22,0.616,985161.0,621117.75,1000000.0,0.76,0.0,False,"Sanctioned amount ₹743,850 is 0.76× the median ₹985,161 across 22 semantically similar works. Average description similarity: 0.62."
WS/MP18369/2026-2027/257052,ND-WRK-1995,Normal/Others,2026-2027,594833.0,30,0.718,995473.5,700000.0,1000000.0,0.6,0.0,False,"Sanctioned amount ₹594,833 is 0.60× the median ₹995,474 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18369/2026-2027/239318,ND-WRK-1994,Trust and Society,2026-2027,699650.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18429/2025-2026/227019,ND-WRK-2025,Normal/Others,2025-2026,500000.0,30,0.721,1000000.0,999770.5,1498660.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18429/2025-2026/227018,ND-WRK-2024,Normal/Others,2025-2026,996000.0,30,0.722,985646.5,500000.0,998380.25,1.01,0.0,False,"Sanctioned amount ₹996,000 is 1.01× the median ₹985,646 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18429/2025-2026/226340,ND-WRK-2023,Normal/Others,2025-2026,995700.0,30,0.75,977062.0,500000.0,999549.75,1.02,0.0,False,"Sanctioned amount ₹995,700 is 1.02× the median ₹977,062 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18429/2025-2026/223681,ND-WRK-2022,Normal/Others,2025-2026,998000.0,30,0.769,1000000.0,999968.5,1000000.0,1.0,0.0,False,"Sanctioned amount ₹998,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.77."
WS/MP18429/2026-2027/243637,ND-WRK-2053,Normal/Others,2026-2027,998344.0,30,0.62,997335.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹998,344 is 1.00× the median ₹997,335 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18429/2026-2027/243636,ND-WRK-2052,Normal/Others,2026-2027,990463.0,30,0.672,967043.0,499557.0,999344.5,1.02,0.0,False,"Sanctioned amount ₹990,463 is 1.02× the median ₹967,043 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18429/2026-2027/243634,ND-WRK-2051,Normal/Others,2026-2027,695903.0,30,0.684,1000000.0,961232.0,1000000.0,0.7,0.0,False,"Sanctioned amount ₹695,903 is 0.70× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18429/2026-2027/243633,ND-WRK-2050,Normal/Others,2026-2027,498675.0,30,0.696,699965.0,499557.0,999551.5,0.71,0.0,False,"Sanctioned amount ₹498,675 is 0.71× the median ₹699,965 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18429/2025-2026/223140,ND-WRK-2019,Normal/Others,2025-2026,493000.0,30,0.736,989868.5,700000.0,1000000.0,0.5,0.0,False,"Sanctioned amount ₹493,000 is 0.50× the median ₹989,868 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18429/2025-2026/223139,ND-WRK-2018,Normal/Others,2025-2026,493000.0,30,0.723,986851.0,550000.0,999989.75,0.5,0.0,False,"Sanctioned amount ₹493,000 is 0.50× the median ₹986,851 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18376/2026-2027/226530,ND-WRK-2017,Normal/Others,2026-2027,1900000.0,8,0.585,2250000.0,1600000.0,2500000.0,0.84,0.0,False,"Sanctioned amount ₹1,900,000 is 0.84× the median ₹2,250,000 across 8 semantically similar works. Average description similarity: 0.58."
WS/MP18376/2026-2027/226529,ND-WRK-2016,Normal/Others,2026-2027,1800000.0,1,0.58,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18376/2026-2027/226526,ND-WRK-2015,Normal/Others,2026-2027,1600000.0,2,0.575,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18376/2026-2027/226525,ND-WRK-2014,Normal/Others,2026-2027,2500000.0,1,0.599,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18376/2026-2027/197903,ND-WRK-2013,Normal/Others,2026-2027,3000000.0,10,0.591,2500000.0,1925000.0,2500000.0,1.2,0.0,False,"Sanctioned amount ₹3,000,000 is 1.20× the median ₹2,500,000 across 10 semantically similar works. Average description similarity: 0.59."
WS/MP18376/2026-2027/197902,ND-WRK-2012,Normal/Others,2026-2027,2500000.0,4,0.608,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18429/2026-2027/242119,ND-WRK-2043,Normal/Others,2026-2027,499947.0,17,0.611,700000.0,700000.0,990000.0,0.71,0.0,False,"Sanctioned amount ₹499,947 is 0.71× the median ₹700,000 across 17 semantically similar works. Average description similarity: 0.61."
WS/MP18429/2026-2027/242065,ND-WRK-2042,Normal/Others,2026-2027,1000000.0,30,0.721,799500.0,496524.5,993948.75,1.25,0.0,False,"Sanctioned amount ₹1,000,000 is 1.25× the median ₹799,500 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18429/2026-2027/237859,ND-WRK-2039,Normal/Others,2026-2027,495937.0,30,0.706,799500.0,499201.5,995597.0,0.62,0.0,False,"Sanctioned amount ₹495,937 is 0.62× the median ₹799,500 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18429/2026-2027/248639,ND-WRK-2069,Normal/Others,2026-2027,992255.0,30,0.799,699193.5,496524.5,995597.0,1.42,0.0,False,"Sanctioned amount ₹992,255 is 1.42× the median ₹699,194 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18429/2026-2027/248061,ND-WRK-2068,Normal/Others,2026-2027,985937.0,30,0.688,799500.0,496524.5,998092.5,1.23,0.0,False,"Sanctioned amount ₹985,937 is 1.23× the median ₹799,500 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18429/2026-2027/248059,ND-WRK-2067,Normal/Others,2026-2027,493811.0,30,0.74,799500.0,498264.0,995732.0,0.62,0.0,False,"Sanctioned amount ₹493,811 is 0.62× the median ₹799,500 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18429/2026-2027/247336,ND-WRK-2066,Normal/Others,2026-2027,494000.0,30,0.748,699965.0,498152.25,995597.0,0.71,0.0,False,"Sanctioned amount ₹494,000 is 0.71× the median ₹699,965 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18429/2026-2027/247113,ND-WRK-2065,Normal/Others,2026-2027,499440.0,30,0.778,699193.5,496524.5,994793.0,0.71,0.0,False,"Sanctioned amount ₹499,440 is 0.71× the median ₹699,194 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP18429/2026-2027/247111,ND-WRK-2064,Normal/Others,2026-2027,499122.0,30,0.79,699193.5,496524.5,994793.0,0.71,0.0,False,"Sanctioned amount ₹499,122 is 0.71× the median ₹699,194 across 30 semantically similar works. Average description similarity: 0.79."
WS/MP18429/2026-2027/217228,ND-WRK-2032,Normal/Others,2026-2027,1000000.0,30,0.628,993591.5,549756.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹993,592 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18429/2026-2027/212619,ND-WRK-2031,Normal/Others,2026-2027,999659.0,23,0.66,700000.0,500000.0,990000.0,1.43,0.0,False,"Sanctioned amount ₹999,659 is 1.43× the median ₹700,000 across 23 semantically similar works. Average description similarity: 0.66."
WS/MP18429/2026-2027/207498,ND-WRK-2030,Normal/Others,2026-2027,499000.0,14,0.626,774000.0,500000.0,997244.25,0.64,0.0,False,"Sanctioned amount ₹499,000 is 0.64× the median ₹774,000 across 14 semantically similar works. Average description similarity: 0.63."
